iter	MultiClass
211	0.1444324153
212	0.1436398551
213	0.1433409239
214	0.1427161801
215	0.1421363605
216	0.1413941587
217	0.1409699105
218	0.1402832285
219	0.1393812203
220	0.1388963924
221	0.1381378704
222	0.1372724695
223	0.1365019582
224	0.1362560492
225	0.1356034585
226	0.1349896565
227	0.1342285231
228	0.1334353663
229	0.1326155159
230	0.1319359668
231	0.1314621171
232	0.1305649954
233	0.1299141526
234	0.1290293427
235	0.1284260112
236	0.127698181
237	0.1270812064
238	0.1264354576
239	0.1256225111
240	0.1248523966
241	0.1241925373
242	0.1234718174
243	0.1229030154
244	0.1221157056
245	0.1211294904
246	0.1203844115
247	0.1198560851
248	0.1190735135
249	0.1185444716
250	0.1181423545
251	0.1178265925
252	0.1172404547
253	0.1167062857
254	0.1160934317
255	0.1154386005
256	0.1149933784
257	0.1144956439
258	0.1140847847
259	0.1137296057
260	0.1131488588
261	0.1127175591
262	0.1121274688
263	0.111782017
264	0.1113838071
265	0.1109536783
266	0.1103535042
267	0.110241588
268	0.1098814881
269	0.1093361202
270	0.1089411241
271	0.1084341957
272	0.1077365155
273	0.1074646717
274	0.1067053047
275	0.1061704886
276	0.1057569096
277	0.105124201
278	0.1048590468
279	0.1042732697
280	0.1036508242
281	0.103333985
282	0.1030762971
283	0.1026562689
284	0.1021767598
285	0.102002214
286	0.1015090365
287	0.1012795925
288	0.1010211872
289	0.1005353474
290	0.1002117517
291	0.09984315968
292	0.09914292566
293	0.09851387696
294	0.09811932424
295	0.09784315671
296	0.09748171057
297	0.09718722336
298	0.09658372424
299	0.09612609048
300	0.09570781517
301	0.09530323579
302	0.09494220151
303	0.09455817837
304	0.09410142551
305	0.09378603834
306	0.09356934636
307	0.09327114937
308	0.09298238152
309	0.09279408259
310	0.09264024193
311	0.09234690824
312	0.09213595362
313	0.09181533772
314	0.09151399484
315	0.09102249838
316	0.09048466076
317	0.09017022942
318	0.08978326303
319	0.08940104703
320	0.08901087548
321	0.08882448065
322	0.0887039017
323	0.08841549234
324	0.08806001635
325	0.08772196039
326	0.08733015954
327	0.08692047102
328	0.08660729781
329	0.08621581473
330	0.08590440066
331	0.08538784528
332	0.08513281594
333	0.08489528937
334	0.0845928843
335	0.08439778853
336	0.08389475816
337	0.0837484411
338	0.08345848923
339	0.08314537405
340	0.08282855824
341	0.08242327391
342	0.08205890691
343	0.08184201615
344	0.08134819528
345	0.08113818144
346	0.08072096841
347	0.08041317394
348	0.08007571668
349	0.07984395062
350	0.07932178003
351	0.07911177783
352	0.07890108392
353	0.07868612922
354	0.0783450913
355	0.07809060173
356	0.07774102111
357	0.07742796895
358	0.07717816228
359	0.07688942981
360	0.07660868883
361	0.07636727026
362	0.0761618496
363	0.07594473351
364	0.07579374666
365	0.0754940272
366	0.07520792099
367	0.07497518032
368	0.07487092764
369	0.07456634414
370	0.07416993374
371	0.07396648614
372	0.07376035542
373	0.0735761922
374	0.07334459379
375	0.07317890257
376	0.07293522619
377	0.07263894616
378	0.07244833782
379	0.07228498343
380	0.07209896403
381	0.07181171909
382	0.0715851867
383	0.07130433728
384	0.07099902112
385	0.07072516492
386	0.07065232385
387	0.07048947646
388	0.07021751773
389	0.06993998945
390	0.0697670765
391	0.06951604707
392	0.06941377824
393	0.06930594445
394	0.06907964851
395	0.06891093497
396	0.06856271611
397	0.06837220448
398	0.06807409352
399	0.06788740845
400	0.06749328431
401	0.06739781978
402	0.06723458623
403	0.06686722969
404	0.06664214167
405	0.06646586084
406	0.06631789773
407	0.06613690804
408	0.06596628549
409	0.06570434206
410	0.06545801559
411	0.0652317045
412	0.06501069508
413	0.06483908749
414	0.06459287762
415	0.06437929309
416	0.06415514213
417	0.06395945952
418	0.0638821024
419	0.06369167226
420	0.06350311703
421	0.06329525596
422	0.06309484148
423	0.06290276633
424	0.06265876539
425	0.0624423109
426	0.06226407951
427	0.06209675255
428	0.06192109295
429	0.06170806235
430	0.0615979084
431	0.06143493477
432	0.06124017995
433	0.06101256144
434	0.0607957191
435	0.06056497351
436	0.06027170307
437	0.05996225256
438	0.059914125
439	0.05985037258
440	0.05976176255
441	0.05947853745
442	0.05918419877
443	0.05907253014
444	0.05891301926
445	0.05880277969
446	0.05864973868
447	0.05849176113
448	0.05827918457
449	0.05808947476
450	0.05797097396
451	0.05786135934
452	0.05771028946
453	0.05749952402
454	0.05737246195
455	0.05719166333
456	0.0570363116
457	0.05684682034
458	0.05677211839
459	0.05659955295
460	0.05638502526
461	0.0562429032
462	0.05601798661
463	0.05589134971
464	0.05570872744
465	0.05556660223
466	0.05547640271
467	0.05526662321
468	0.05508343948
469	0.05493921686
470	0.05482739804
471	0.05459393557
472	0.05439048623
473	0.05428213293
474	0.05416652462
475	0.05404152389
476	0.05391660615
477	0.05373068999
478	0.05352960833
479	0.05335733256
480	0.05320545622
481	0.05308548249
482	0.05291240477
483	0.05279511721
484	0.05266250842
485	0.05245367202
486	0.05230634097
487	0.05214871439
488	0.05211033277
489	0.05200722572
490	0.05184828566
491	0.05174794115
492	0.05156196575
493	0.05136634487
494	0.05115761334
495	0.05102612869
496	0.05092047741
497	0.05081768191
498	0.05072007114
499	0.05057810074
500	0.05052001257
501	0.05040415566
502	0.05026368508
503	0.05011833352
504	0.05003101365
505	0.04996086964
506	0.04983542893
507	0.04976247345
508	0.04952006879
509	0.04937951487
510	0.04923554738
511	0.04905216144
512	0.04892786072
513	0.04880686142
514	0.04861178172
515	0.04854599949
516	0.0484316169
517	0.0482335532
518	0.04805921141
519	0.04794359538
520	0.04781233262
521	0.04775339478
522	0.04762614565
523	0.04751311103
524	0.04744318658
525	0.0473137699
526	0.04708583177
527	0.04695929129
528	0.04682657635
529	0.04671922476
530	0.04661177299
531	0.04652154499
532	0.04638725778
533	0.04628643149
534	0.04616770448
535	0.04601256795
536	0.04590785825
537	0.04578832336
538	0.04569918487
539	0.04564504626
540	0.04557970944
541	0.04554237978
542	0.04542558343
543	0.04538890533
544	0.04530919534
545	0.04520526458
546	0.04514654848
547	0.04500301607
548	0.04491069106
549	0.04476846123
550	0.0446553996
551	0.04455739735
552	0.04439671011
553	0.04426662929
554	0.04416908101
555	0.04410566517
556	0.04400039334
557	0.04391741052
558	0.04386074573
559	0.04380013221
560	0.043715648
561	0.04358436265
562	0.04346760317
563	0.04335364528
564	0.04326359214
565	0.04321130066
566	0.04308542332
567	0.04302875114
568	0.04289390437
569	0.04284447024
570	0.04276910846
571	0.04267785
572	0.04257195083
573	0.04248137431
574	0.04239068797
575	0.04233388013
576	0.042274761
577	0.04225704529
578	0.04217378509
579	0.04206583777
580	0.04200864762
581	0.04196653907
582	0.04189689121
583	0.04180797725
584	0.04166525395
585	0.04159889745
586	0.04154514451
587	0.04143492409
588	0.04135732661
589	0.04127959666
590	0.04121928196
591	0.04115264698
592	0.04101012312
593	0.04094559433
594	0.04089785958
595	0.04083757965
596	0.04072179304
597	0.04063585004
598	0.04055454033
599	0.04045483232
600	0.04039073955
601	0.04034288094
602	0.04030366224
603	0.04021255957
604	0.04015136894
605	0.04003773383
606	0.03990828283
607	0.03980825072
608	0.03971039199
609	0.03962102485
610	0.03957170737
611	0.03946018555
612	0.03935938925
613	0.03931213839
614	0.03921868168
615	0.03908981089
616	0.03906655337
617	0.0389864067
618	0.03889259153
619	0.03880912847
620	0.03869595332
621	0.03863443112
622	0.03849979541
623	0.03845583576
624	0.03835135231
625	0.03821748543
626	0.03812290817
627	0.03805697102
628	0.03799763785
629	0.03794274106
630	0.03785032916
631	0.03774666192
632	0.03764799957
633	0.03758953592
634	0.03755220786
635	0.03745842285
636	0.03740630352
637	0.03729571413
638	0.03722836417
639	0.03712106427
640	0.03702880769
641	0.03693744633
642	0.03686960239
643	0.03677357539
644	0.03673473728
645	0.03666613187
646	0.0365651407
647	0.03652589659
648	0.03646114042
649	0.03634932003
650	0.03628455506
651	0.03623494386
652	0.03615901105
653	0.03610525334
654	0.03598420869
655	0.03592600239
656	0.03578473841
657	0.0357226653
658	0.03563235982
659	0.03554723164
660	0.03547976202
661	0.03542889513
662	0.03537548457
663	0.03529208559
664	0.03522015656
665	0.0351433305
666	0.03506389844
667	0.03497387021
668	0.0349464748
669	0.03492477209
670	0.03485947986
671	0.03478199774
672	0.03471691167
673	0.0346411677
674	0.0345685383
675	0.03446630819
676	0.03438918385
677	0.03430256189
678	0.03422520242
679	0.03420435291
680	0.03412271433
681	0.03405852313
682	0.03398625369
683	0.03392728936
684	0.03390461821
685	0.03385394993
686	0.03380046712
687	0.0337579795
688	0.03369346644
689	0.03363945816
690	0.03358601081
691	0.0335088498
692	0.03341387675
693	0.0333335897
694	0.03328224315
695	0.03320925969
696	0.03312740252
697	0.03307285712
698	0.03302978607
699	0.0329226879
700	0.03283064671
701	0.03275531594
702	0.03268244739
703	0.03262133403
704	0.03257455586
705	0.03254592073
706	0.03247777986
707	0.03241861347
708	0.03232892545
709	0.03227734978
710	0.03224730136
711	0.03219815783
712	0.03214276224
713	0.03208381642
714	0.0320414221
715	0.03196168779
716	0.03189397521
717	0.03184793346
718	0.03177863565
719	0.03174166317
720	0.0316824748
721	0.03164060543
722	0.03158453835
723	0.03155458642
724	0.03148945212
725	0.03140891194
726	0.03134747611
727	0.03132842756
728	0.03125917258
729	0.0311956213
730	0.03115567264
731	0.03104921644
732	0.03098876054
733	0.03091159477
734	0.0308446109
735	0.03078178092
736	0.03071459032
737	0.03061369029
738	0.03055350776
739	0.03046891944
740	0.03042603852
741	0.03036301247
742	0.03028267887
743	0.03020233143
744	0.03012147128
745	0.03008982084
746	0.03004718299
747	0.03000113743
748	0.02997122499
749	0.02991912026
750	0.02986040279
751	0.02982122304
752	0.02977614372
753	0.02970500251
754	0.0296360235
755	0.02956376048
756	0.0294907526
757	0.02946140235
758	0.02941951739
759	0.02938729722
760	0.02933443191
761	0.02928062451
762	0.02924253228
763	0.02922381812
764	0.02916633401
765	0.02912137934
766	0.029078015
767	0.02901056031
768	0.0289390182
769	0.02889248692
770	0.02882268374
771	0.02878801865
772	0.0287653901
773	0.02873239142
774	0.02870376831
775	0.02868032007
776	0.02862341947
777	0.0285394544
778	0.02849914017
779	0.02848555679
780	0.02841123177
781	0.02836631714
782	0.02834104044
783	0.02827005583
784	0.02823697798
785	0.02817371483
786	0.02814055499
787	0.02807520342
788	0.02801569241
789	0.02798228644
790	0.02793615403
791	0.0278814373
792	0.0278262701
793	0.02775343644
794	0.02771795633
795	0.02767284908
796	0.02765240579
797	0.0275972244
798	0.02757408043
799	0.02752375232
800	0.02748112328
801	0.02740549283
802	0.02735336735
803	0.02731860804
804	0.02727870642
805	0.02725100615
806	0.02722347102
807	0.02716493462
808	0.02714764767
809	0.02710443951
810	0.02707202595
811	0.02702883884
812	0.02699635224
813	0.02696861025
814	0.02690791125
815	0.02686971962
816	0.02681292724
817	0.02677313855
818	0.02673003264
819	0.02668028436
820	0.02662123041
821	0.02658097368
822	0.02654794931
823	0.02650663325
824	0.02643379741
825	0.02640703106
826	0.02635534743
827	0.02629115454
828	0.02624555281
829	0.02618482526
830	0.02614766056
831	0.02612626959
832	0.02607992923
833	0.0260136055
834	0.02596763968
835	0.0259301372
836	0.02588164106
837	0.02584017498
838	0.02579729545
839	0.02576439698
840	0.02571498885
841	0.02565383228
842	0.02560750443
843	0.02556969778
844	0.02555556706
845	0.02551762751
846	0.02548099031
847	0.02543460682
848	0.02539791686
849	0.02537770712
850	0.02532901305
851	0.02528407678
852	0.02523671099
853	0.02519058815
854	0.02513833481
855	0.02507651383
856	0.02504761523
857	0.02502326484
858	0.02497815142
859	0.02494001088
860	0.02489757177
861	0.02487685625
862	0.0248494856
863	0.02480851585
864	0.02478851625
865	0.02474715607
866	0.02470720878
867	0.02466919852
868	0.02464564006
869	0.02463241547
870	0.02461041161
871	0.02458501849
872	0.0245625837
873	0.02455074393
874	0.02451374783
875	0.02448358626
876	0.02445398095
877	0.02442510445
878	0.02439553475
879	0.02436055407
880	0.02432788301
881	0.0243088402
882	0.02428579355
883	0.02426346327
884	0.02421439594
885	0.02416818986
886	0.02413127902
887	0.02408725857
888	0.02404745048
889	0.02401088013
890	0.02397752741
891	0.02393702319
892	0.02390841905
893	0.02389004088
894	0.02385582833
895	0.02383923523
896	0.02381410086
897	0.02378125299
898	0.02375269148
899	0.02371636543
900	0.02368639727
901	0.02364177846
902	0.02362889364
903	0.02360485759
904	0.0235720064
905	0.0235292282
906	0.02350807734
907	0.0234572835
908	0.02342474681
909	0.02337089919
910	0.02334932424
911	0.02332179993
912	0.02330224815
913	0.02327550452
914	0.02325117992
915	0.02322752614
916	0.0232117479
917	0.02317669944
918	0.02314270418
919	0.02309661026
920	0.02306689019
921	0.02302625229
922	0.02300284881
923	0.02297380049
924	0.02293020994
925	0.02289410265
926	0.02288082488
927	0.02284059131
928	0.02281370929
929	0.02277526871
930	0.02274889554
931	0.02272587049
932	0.02270773729
933	0.02268809042
934	0.02265218163
935	0.02262586463
936	0.02260538704
937	0.02256314231
938	0.02252384815
939	0.02248865081
940	0.02245362782
941	0.02243378742
942	0.02239611074
943	0.02237437858
944	0.02235755721
945	0.02232552856
946	0.0222777461
947	0.02224854539
948	0.02222372463
949	0.02218591853
950	0.02217154986
951	0.0221302375
952	0.0221096028
953	0.02209766883
954	0.02206784697
955	0.02203553302
956	0.02200373261
957	0.02197238838
958	0.02195005471
959	0.02191493685
960	0.02188853166
961	0.02184985973
962	0.02182942957
963	0.02182055039
964	0.02179605988
965	0.021780712
966	0.02175127613
967	0.02171573501
968	0.02169812906
969	0.02166513579
970	0.02163675255
971	0.02160087353
972	0.02157194986
973	0.02152664773
974	0.02149764042
975	0.02147424451
976	0.02142733029
977	0.02140180858
978	0.02135282473
979	0.02132993545
980	0.02130268075
981	0.02127154359
982	0.02124263886
983	0.02122310485
984	0.02119287741
985	0.0211696086
986	0.02114128735
987	0.0211133466
988	0.02108029644
989	0.02105566422
990	0.02102618938
991	0.02098802159
992	0.02097506677
993	0.02093577116
994	0.02090505474
995	0.02087040218
996	0.02084478634
997	0.02082011357
998	0.02078361416
999	0.02075338779
