iter	MultiClass
195	0.1291505031
196	0.1283676954
197	0.1274568245
198	0.1266892556
199	0.12581052
200	0.1250528773
201	0.1246659326
202	0.1239161802
203	0.1235854501
204	0.1231166606
205	0.1222857055
206	0.1217016714
207	0.1205594071
208	0.1196859049
209	0.1189427657
210	0.1183053533
211	0.1176324069
212	0.1172487382
213	0.1166495389
214	0.1161597327
215	0.1156891452
216	0.1147619589
217	0.1143956117
218	0.1140881512
219	0.1136385054
220	0.1131546412
221	0.1127755753
222	0.1119361198
223	0.1110308384
224	0.1104732313
225	0.1098511642
226	0.1092320161
227	0.1086194309
228	0.1082407552
229	0.107757821
230	0.1075265779
231	0.1067643774
232	0.1065063023
233	0.106094144
234	0.1056207548
235	0.1050241113
236	0.104596182
237	0.1041734824
238	0.1036057355
239	0.1032947418
240	0.1028221523
241	0.1022895485
242	0.1017280618
243	0.101269922
244	0.1006907496
245	0.1001757902
246	0.09993272011
247	0.09932163286
248	0.09915774479
249	0.09886520752
250	0.0984023295
251	0.09770221251
252	0.09713914037
253	0.09648339217
254	0.09591635404
255	0.09556215484
256	0.09536346672
257	0.09513029111
258	0.09467686965
259	0.09433780421
260	0.09395576399
261	0.0931865103
262	0.09292638632
263	0.09251394488
264	0.09221681506
265	0.09197750869
266	0.09169717203
267	0.09115258944
268	0.09078708255
269	0.09048310426
270	0.09007777949
271	0.08963429096
272	0.08930310595
273	0.08900616213
274	0.08848391658
275	0.08793988438
276	0.08755459147
277	0.08712975825
278	0.08667542991
279	0.08621805445
280	0.08583650693
281	0.08534335552
282	0.0847032506
283	0.08408501663
284	0.08375700269
285	0.08355676688
286	0.08336423527
287	0.08292177313
288	0.08264010439
289	0.08230065287
290	0.08204161464
291	0.08175186282
292	0.08138969454
293	0.08104758297
294	0.0806513605
295	0.08039777141
296	0.08006835919
297	0.07982739585
298	0.0795202663
299	0.07930647455
300	0.07888096475
301	0.07843719751
302	0.0781858876
303	0.07793078504
304	0.07743480876
305	0.07706567019
306	0.07679735035
307	0.07650664211
308	0.07617754476
309	0.07584869847
310	0.07554031444
311	0.07514655344
312	0.07477803541
313	0.07448080824
314	0.07410593968
315	0.073615942
316	0.07328251832
317	0.07317840269
318	0.07310555377
319	0.07281769738
320	0.07246807695
321	0.07199043783
322	0.07175665747
323	0.07146268241
324	0.07121246612
325	0.07089228431
326	0.0707033515
327	0.07030698236
328	0.07005361794
329	0.06992205569
330	0.06969844022
331	0.06936969709
332	0.0688413939
333	0.06851768774
334	0.06835632578
335	0.06825717131
336	0.06798511986
337	0.06764158852
338	0.06729486465
339	0.06712230657
340	0.06682271453
341	0.06656394975
342	0.06623024691
343	0.0660287472
344	0.06569747461
345	0.0655487936
346	0.06520767977
347	0.06495260715
348	0.06467778531
349	0.06446239713
350	0.06425710576
351	0.06405013373
352	0.06384766302
353	0.06367621454
354	0.06346341959
355	0.06323754264
356	0.06302239484
357	0.06280627497
358	0.06249408066
359	0.06230533435
360	0.06200496957
361	0.06185426935
362	0.06165657381
363	0.06138573627
364	0.06124920324
365	0.06102353378
366	0.06080406591
367	0.06072073397
368	0.06060266494
369	0.06035041522
370	0.06015849176
371	0.05995725971
372	0.05980767662
373	0.05968818797
374	0.05950508289
375	0.0592161342
376	0.0590980393
377	0.05894024153
378	0.05873421361
379	0.05858362522
380	0.05840775066
381	0.058249334
382	0.05793629872
383	0.05778375335
384	0.0574678361
385	0.05742291143
386	0.05730806536
387	0.05712679175
388	0.05697673784
389	0.05687152554
390	0.05676919244
391	0.05647786454
392	0.05624548098
393	0.0560836285
394	0.05590585853
395	0.05573849215
396	0.05561846025
397	0.05549999334
398	0.05530028055
399	0.05509546533
400	0.05484895311
401	0.05463966307
402	0.05450673133
403	0.0543512895
404	0.05407098201
405	0.05389214383
406	0.05369047059
407	0.05364263974
408	0.05348662467
409	0.05335303583
410	0.05321042111
411	0.05296211617
412	0.05269652576
413	0.0525642545
414	0.05249587752
415	0.05237101372
416	0.05226413099
417	0.05211679573
418	0.05200645582
419	0.05184862271
420	0.05165875153
421	0.05152380551
422	0.05132010295
423	0.05110539314
424	0.05092113997
425	0.05074406082
426	0.05061787631
427	0.05046816456
428	0.05035371886
429	0.05026870845
430	0.05010308605
431	0.04998865176
432	0.04982351596
433	0.04965814294
434	0.04944033906
435	0.04930868912
436	0.04912764831
437	0.04899068955
438	0.04883650199
439	0.04872290526
440	0.04855378109
441	0.04829960972
442	0.04815957048
443	0.04806572722
444	0.0479008534
445	0.04773523642
446	0.04762323302
447	0.04750738671
448	0.04733279565
449	0.04715800782
450	0.04700903464
451	0.04687323736
452	0.04672589821
453	0.04664354244
454	0.04647892045
455	0.04634990803
456	0.04624089035
457	0.04604561791
458	0.04591604709
459	0.04584891909
460	0.04576221513
461	0.04560930543
462	0.04550937021
463	0.04538782691
464	0.04529719075
465	0.04507123579
466	0.04493369597
467	0.04484699253
468	0.04470240301
469	0.04457506039
470	0.04437746758
471	0.04426812263
472	0.04405947368
473	0.04395506292
474	0.04385280041
475	0.04376037673
476	0.04363218405
477	0.04347615393
478	0.0433897174
479	0.04332705935
480	0.04319208269
481	0.0430336083
482	0.04290590895
483	0.04285266315
484	0.04270881252
485	0.04261588119
486	0.04246938443
487	0.0423570084
488	0.04227611984
489	0.0421791563
490	0.04207555906
491	0.04200489289
492	0.04182385862
493	0.04169804285
494	0.04159319114
495	0.04149025996
496	0.04130622167
497	0.04121467512
498	0.04115256569
499	0.04103048024
500	0.04096896802
501	0.04085210684
502	0.04065622182
503	0.04051236841
504	0.04041242625
505	0.04028943286
506	0.04016714755
507	0.04006699246
508	0.03993077404
509	0.03986374276
510	0.03977782013
511	0.03967591424
512	0.03958082104
513	0.03946239437
514	0.03936788796
515	0.03929555839
516	0.03916596185
517	0.03908474579
518	0.03897811885
519	0.03887257937
520	0.03877695845
521	0.03866298909
522	0.0385893115
523	0.03847752199
524	0.03840856399
525	0.03828661836
526	0.03820132369
527	0.03810272141
528	0.03799557927
529	0.03786202862
530	0.03779710799
531	0.03769211195
532	0.0376075165
533	0.03753193375
534	0.03744800862
535	0.03738213372
536	0.03728429312
537	0.03715628094
538	0.03707908584
539	0.03695988067
540	0.03682988975
541	0.03673583052
542	0.0365663165
543	0.03647605612
544	0.03638884116
545	0.03625207526
546	0.03615130746
547	0.03607589344
548	0.0359793263
549	0.03590747076
550	0.03581927924
551	0.0357415828
552	0.03565747525
553	0.0355508049
554	0.0355070192
555	0.03542219991
556	0.03534102967
557	0.0352664951
558	0.03518085747
559	0.03509507847
560	0.03500354233
561	0.03489228638
562	0.03484350902
563	0.03475794393
564	0.03469632341
565	0.03465018915
566	0.0345922251
567	0.03449973819
568	0.03442160864
569	0.03432414006
570	0.03422752053
571	0.03415369586
572	0.03407921008
573	0.03398693343
574	0.03390740252
575	0.03385023781
576	0.0337480398
577	0.0336965831
578	0.03364578356
579	0.03358539788
580	0.03351792098
581	0.03344806361
582	0.03332790095
583	0.0332091657
584	0.03311975592
585	0.0330793154
586	0.03298838647
587	0.03292691824
588	0.03284152988
589	0.03274271912
590	0.03265917112
591	0.03256164177
592	0.03253780971
593	0.03246732159
594	0.03241608143
595	0.03231549357
596	0.03226260162
597	0.03219064373
598	0.03212452132
599	0.0320468726
600	0.0319773284
601	0.03187678152
602	0.03177704032
603	0.03167354038
604	0.03161222369
605	0.0315505514
606	0.03152309371
607	0.03142724819
608	0.0313885943
609	0.0313253399
610	0.03124727638
611	0.03116803052
612	0.03108994779
613	0.03103833696
614	0.03100065098
615	0.03088929725
616	0.03083417372
617	0.03076057467
618	0.03070752543
619	0.03064363825
620	0.0305891078
621	0.03052982761
622	0.03046894751
623	0.03038027004
624	0.03033865108
625	0.03028200306
626	0.03021183915
627	0.03014912174
628	0.03008384186
629	0.03004183111
630	0.02997697328
631	0.029931186
632	0.02990599315
633	0.02987426517
634	0.0297884487
635	0.02971515928
636	0.02965300704
637	0.02960188779
638	0.02950991797
639	0.0294525806
640	0.02940349506
641	0.02933414522
642	0.02924839107
643	0.02919151981
644	0.02913251142
645	0.02908014411
646	0.02901852739
647	0.02893139357
648	0.02886797692
649	0.02879976498
650	0.02874222445
651	0.02869195561
652	0.02864053963
653	0.02858367553
654	0.02848890122
655	0.02844792993
656	0.02842019949
657	0.02836461127
658	0.02829774167
659	0.02824848946
660	0.02818150208
661	0.02812502556
662	0.02806626602
663	0.02803147572
664	0.02797872978
665	0.02790714342
666	0.02786585052
667	0.0278338216
668	0.02779589552
669	0.02774244219
670	0.02769256732
671	0.02763800335
672	0.0275889166
673	0.02753199724
674	0.02746831836
675	0.02741556912
676	0.02737586144
677	0.02728772857
678	0.02726187955
679	0.02721004916
680	0.0271892023
681	0.02714715332
682	0.02707800543
683	0.02702437242
684	0.02693850757
685	0.02691650306
686	0.02687835412
687	0.02682744063
688	0.0267618573
689	0.02668545262
690	0.02665565729
691	0.02658042048
692	0.02649917371
693	0.02644397482
694	0.02638929176
695	0.0263169425
696	0.02624730753
697	0.02618386639
698	0.02613993174
699	0.02606309006
700	0.02601767183
701	0.02593561721
702	0.02589355928
703	0.02584978164
704	0.02579578404
705	0.02576318454
706	0.02569173592
707	0.02561820055
708	0.02559520337
709	0.02552613387
710	0.02547134482
711	0.02541652829
712	0.02538212066
713	0.02531978342
714	0.02527126465
715	0.02523194581
716	0.02520065591
717	0.02516848741
718	0.02511492873
719	0.02507237043
720	0.02503799819
721	0.02498984567
722	0.02495881795
723	0.02492751469
724	0.02487240445
725	0.02483429345
726	0.02478697614
727	0.024749959
728	0.02470650688
729	0.02466258919
730	0.02461932499
731	0.02458786005
732	0.02457689133
733	0.02453003818
734	0.02448922778
735	0.02444216005
736	0.02440743023
737	0.02436199415
738	0.02429052756
739	0.02422542152
740	0.02418744845
741	0.02414919579
742	0.02411409849
743	0.02407172462
744	0.02401899013
745	0.02399124755
746	0.02394813709
747	0.02389795661
748	0.02385435887
749	0.02382450441
750	0.02381431793
751	0.02377725928
752	0.02373106849
753	0.02371809532
754	0.02369045951
755	0.02364153002
756	0.02359999702
757	0.0235524079
758	0.0235033351
759	0.02347320222
760	0.02342889493
761	0.02337505029
762	0.02335159275
763	0.02331050707
764	0.0232719787
765	0.02322297102
766	0.02318925108
767	0.02314672304
768	0.02311664998
769	0.02308153316
770	0.02303202164
771	0.02298799171
772	0.02295711153
773	0.02292800668
774	0.02288264151
775	0.02285318285
776	0.0228204314
777	0.022793588
778	0.02276654867
779	0.02271500536
780	0.02269012725
781	0.02264709244
782	0.02259472209
783	0.0225511193
784	0.02250540769
785	0.02247060418
786	0.02244424185
787	0.02242362312
788	0.02237470774
789	0.02233724552
790	0.02231130837
791	0.02227747973
792	0.02224527851
793	0.02220251606
794	0.02216526356
795	0.02212472468
796	0.02207543302
797	0.02204326782
798	0.02201450848
799	0.02195477797
800	0.02193614464
801	0.02190093316
802	0.02187953977
803	0.02186160522
804	0.0218262374
805	0.02179809833
806	0.02178432254
807	0.02174917401
808	0.02170202719
809	0.02166517613
810	0.02165002275
811	0.02160550118
812	0.02158349272
813	0.02154932157
814	0.02152610027
815	0.02150372683
816	0.02145484126
817	0.02142969344
818	0.02141966569
819	0.0213776159
820	0.02135210929
821	0.02131058777
822	0.02127404439
823	0.02124255089
824	0.02121049942
825	0.0211422459
826	0.02110543424
827	0.02107283578
828	0.02103734729
829	0.02101817843
830	0.02099211803
831	0.02094945297
832	0.02091963632
833	0.0209000663
834	0.02087350268
835	0.02085215103
836	0.02081242121
837	0.02077390624
838	0.02073459026
839	0.02070517687
840	0.02068389478
841	0.02065706929
842	0.02063487459
843	0.02059483683
844	0.02056726327
845	0.02054254304
846	0.02051541016
847	0.02048450994
848	0.0204531619
849	0.02042914009
850	0.02040084457
851	0.0203620052
852	0.02033488536
853	0.0203133683
854	0.0202723182
855	0.0202243538
856	0.02018831856
857	0.02015836094
858	0.02012661515
859	0.02010205035
860	0.02007678053
861	0.02004697941
862	0.02003151111
863	0.02000997573
864	0.01998095819
865	0.01995363418
866	0.01992728334
867	0.01990915461
868	0.0198840425
869	0.0198758085
870	0.01984646453
871	0.01982036367
872	0.01980375693
873	0.01979050946
874	0.01976707289
875	0.01973743849
876	0.01969619983
877	0.01966719872
878	0.01964235192
879	0.01961905103
880	0.01959507028
881	0.01955838816
882	0.01954840676
883	0.0195100798
884	0.01947004714
885	0.01944526521
886	0.01941746918
887	0.01940520725
888	0.0193892767
889	0.0193641512
890	0.01934424328
891	0.01930877115
892	0.01927956264
893	0.0192674607
894	0.01924966873
895	0.01921992608
896	0.01920276954
897	0.01916934691
898	0.01913770028
899	0.01911356568
900	0.01908879396
901	0.01905507959
902	0.01904305768
903	0.01901441953
904	0.0189908046
905	0.01897107459
906	0.01893959129
907	0.01891669644
908	0.01888687823
909	0.01885660133
910	0.0188338809
911	0.01880717493
912	0.01879397403
913	0.0187741209
914	0.01874582978
915	0.01872254815
916	0.01869867705
917	0.01868028338
918	0.01865709671
919	0.01863071707
920	0.01859944927
921	0.01856139115
922	0.0185363826
923	0.01850607924
924	0.01849287939
925	0.01848681705
926	0.01845626386
927	0.01843308467
928	0.01839735479
929	0.01837807987
930	0.01835988561
931	0.01833172177
932	0.01830431391
933	0.01827910967
934	0.01825896285
935	0.01823215841
936	0.01819923875
937	0.01816825434
938	0.01813435215
939	0.01810551254
940	0.0180854605
941	0.01805621423
942	0.01803542061
943	0.01801887398
944	0.01797736041
945	0.01795835069
946	0.01794199551
947	0.01793337944
948	0.01791893117
949	0.01789395986
950	0.01786329884
951	0.01785409104
952	0.01783536518
953	0.01780877736
954	0.01777393454
955	0.01774430775
956	0.01772876113
957	0.01770346361
958	0.01768140787
959	0.01765901271
960	0.01762805563
961	0.01760281731
962	0.01756642671
963	0.01755444109
964	0.01754244817
965	0.01752280829
966	0.01750478182
967	0.01747352274
968	0.0174557743
969	0.01743776929
970	0.01740945842
971	0.01738288794
972	0.0173608389
973	0.01734539832
974	0.01731804188
975	0.01729398475
976	0.01727474293
977	0.01726094076
978	0.01723573212
979	0.01721819109
980	0.01720473053
981	0.0171800713
982	0.01715236242
983	0.01712832702
984	0.01711728029
985	0.01709227173
986	0.0170656505
987	0.01705043672
988	0.01703150671
989	0.01700971825
990	0.01698599678
991	0.01696107874
992	0.01692670259
993	0.01689994001
994	0.01687143244
995	0.01685218978
996	0.01682660876
997	0.01681313053
998	0.01679361529
999	0.01677345942
